# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGID	COGIDS	BORID	CONCEPT_IN_SOURCE
2093	Fulfulde	DRIP (FALL IN GLOBULES)	si'ude	si'-ude	s i ʔⁿ + u d e	32	1080 1081	0	
2094	SonghaiSenni	DRIP (FALL IN GLOBULES)	lótí	lótí	l ⁵/o t ⁵/i	3593	1087	1720	
2095	ToroTegu	DRIP (FALL IN GLOBULES)	lékúrú	lékúrú	l ⁵/e k ⁵/u + r ⁵/u	549	1079 1088	1720	
2096	BenTey	DRIP (FALL IN GLOBULES)	tégé	tégé	t ⁵/e ɡ ⁵/e	545	1079	0	
2097	BankanTey	DRIP (FALL IN GLOBULES)	téké	téké	t ⁵/e k ⁵/e	545	1079	0	
2098	Gourou	DRIP (FALL IN GLOBULES)	sómó	sómó	s ⁵/o m ⁵/o	546	1082	0	
2099	TogoKan	DRIP (FALL IN GLOBULES)	léwé, sóró	léwé	l ⁵/e w ⁵/e	548	1084	1720	
2100	YornoSo	DRIP (FALL IN GLOBULES)	tégé-	tégé	t ⁵/e ɡ ⁵/e	545	1079	0	
2101	DogulDom	DRIP (FALL IN GLOBULES)	ténè	ténè	t ⁵/e n ¹/e	545	1079	0	
2102	TebulUre	DRIP (FALL IN GLOBULES)	tégé (tégé-tì-)	tégé	t ⁵/e ɡ ⁵/e	545	1079	0	
2103	YandaDom	DRIP (FALL IN GLOBULES)	tégé, sómbó	tégé	t ⁵/e ɡ ⁵/e	545	1079	0	
2104	BonduSo	DRIP (FALL IN GLOBULES)	tégí	tégí	t ⁵/e ɡ ⁵/i	545	1079	0	
2105	Bunoge	DRIP (FALL IN GLOBULES)	tɛ́gɛ̀	tɛ́gɛ̀	t ⁵/ɛ ɡ ¹/ɛ	545	1079	0	
2106	Jamsay	DRIP (FALL IN GLOBULES)	lém-lém bàɣá	lém-lém_bàɣá	l ⁵/e m + l ⁵/e m + b ¹/a ɣ ⁵/a	547	1083 1084 1085	0	
2107	DonnoSo	DRIP (FALL IN GLOBULES)	télè	télè	t ⁵/e l ¹/e	544	1079	1720	
2108	TiranigeDiga	DRIP (FALL IN GLOBULES)	dégó, dègú-dègù kán(ú)	dégó	d ⁵/e ɡ ⁵/o	545	1079	0	
2109	Mombo	DRIP (FALL IN GLOBULES)	sólé	sólé	s ⁵/o l ⁵/e	544	1086	1720	
2110	Penange	DRIP (FALL IN GLOBULES)	dégé	dégé	d ⁵/e ɡ ⁵/e	545	1079	0	
2111	Nanga	DRIP (FALL IN GLOBULES)	tégé	tégé	t ⁵/e ɡ ⁵/e	545	1079	0	
2112	PergeTegu	DRIP (FALL IN GLOBULES)	tégé	tégé	t ⁵/e ɡ ⁵/e	545	1079	0	
2113	TommoSo	DRIP (FALL IN GLOBULES)	tégé	tégé	t ⁵/e ɡ ⁵/e	545	1079	0	
#
2114	BonduSo	DRY	mǎ:-ŋgó	mǎ:-ŋgó	m ¹⁵/aː + ⁿɡ ⁵/o	551	1089 1093	0	
2115	TogoKan	DRY	mǎ	mǎ	m ¹⁵/a	550	1089	0	
2116	TommoSo	DRY	máá	máá	m ⁵/aː	550	1089	0	
2117	YandaDom	DRY	màyⁿ	màyⁿ	m ¹/a ∼/j	550	1089	0	
2118	BenTey	DRY	màyⁿá	màyⁿá	m ¹/a ∼/j ⁵/a	550	1089	0	
2119	BonduSo	DRY	mǎy	mǎy	m ¹⁵/a j	550	1089	0	
2120	TogoKan	DRY	mǎ:-ŋ̀	mǎ:-ŋ̀	m ¹⁵/aː + ŋ	551	1089 1101	0	
2121	TommoSo	DRY	mààŋí-yɛ́	mààŋí-yɛ́	m ¹/aː ŋ ⁵/i + j ⁵/ɛ	552	1089 1102	0	
2122	YandaDom	DRY	màyⁿɛ́	màyⁿɛ́	m ¹/a ∼/j ⁵/ɛ	550	1089	0	
2123	YornoSo	DRY	mǎ:-ŋ-ɛ́:	mǎ:-ŋ-ɛ́:	m ¹⁵/aː + ŋ ⁵/ɛː	551	1089 1098	0	
2124	Bambara	DRY	nogu	nogu	n o ɡ u	2728	1090	1727	
2125	Bambara	DRY	jà	jà	dʒ ¹/a	2731	1100	0	
2126	SonghaiSenni	DRY	kó:gú	kó:gú	k ⁵/oː ɡ ⁵/u	3594	1099	1727	
2127	Bangime	DRY	kùwò-ndì	kùwò-ndì	k ¹/u w ¹/o + ⁿd ¹/i	2352	1091 1092	1727	
2128	Fulfulde	DRY	yoornude	yoorn-ude	j oː r n + u d e	34	1095 1096	0	
2129	Jenaama	DRY	wúwò-nà (1)	wúwò-nà	w ⁵/u w ¹/o + n ¹/a	2730	1097 1098	0	
2130	TiranigeDiga	DRY	máyⁿ	máyⁿ	m ⁵/a ∼/j	550	1089	0	
2131	ToroTegu	DRY	mǎyⁿ	mǎyⁿ	m ¹⁵/a ∼/j	550	1089	0	
2132	Mombo	DRY	máyé	máyé	m ⁵/a j ⁵/e	550	1089	0	
2133	Nanga	DRY	mǎ:	mǎ:	m ¹⁵/aː	550	1089	0	
2134	PergeTegu	DRY	mǎyⁿ	mǎyⁿ	m ¹⁵/a ∼/j	550	1089	0	
2135	Ampari	DRY	mà:yⁿ	mà:yⁿ	m ¹/aː ∼/j	550	1089	0	
2136	BankanTey	DRY	ma᷈wⁿ	ma᷈wⁿ	m ¹⁵¹/a ∼/w̃	550	1089	0	
2137	Bunoge	DRY	ɲà:ŋì	ɲà:ŋì	ɲ ¹/aː ŋ ¹/i	552	1094	0	
2138	DogulDom	DRY	máɲò, máɲɲò	máɲò	m ⁵/a ɲ ¹/o	552	1089	0	
2139	BonduSo	DRY	màyó:	màyó:	m ¹/a j ⁵/oː	550	1089	0	
2140	TebulUre	DRY	màɛ́ⁿ	màɛ́ⁿ	m ¹/a ⁵/ɛ̃	550	1089	0	
2141	Jamsay	DRY	mǎyⁿ	mǎyⁿ	m ¹⁵/a ∼/j	550	1089	0	
#
2142	ToroTegu	DUST	kúsò	kúsò	k ⁵/u s ¹/o	565	1104	1773	
2143	BenTey	DUST	kù-kɔ̀rɔ̌y	kù-kɔ̀rɔ̌y	k ¹/u + k ¹/ɔ r ¹⁵/ɔ + j	554	112 1103 1105	1749	
2144	BankanTey	DUST	kɔ̀-kɔ̀rɔ̌y	kɔ̀-kɔ̀rɔ̌y	k ¹/ɔ + k ¹/ɔ r ¹⁵/ɔ + j	554	112 1103 1105	1749	
2145	Nanga	DUST	kɔ́ŋgɔ̀	kɔ́ŋgɔ̀	k ⁵/ɔ ⁿɡ ¹/ɔ	564	112	0	
2146	PergeTegu	DUST	kɔ́ŋgɔ̀, kúŋgɔ̀	kɔ́ŋgɔ̀	k ⁵/ɔ ⁿɡ ¹/ɔ	564	112	0	
2147	Gourou	DUST	kɔ́ŋɔ̀	kɔ́ŋɔ̀	k ⁵/ɔ ŋ ¹/ɔ	561	1104	1766	
2148	TogoKan	DUST	pùrùgíⁿ	pùrùgíⁿ	p ¹/u r ¹/u ɡ ⁵/ĩ	560	1121	1764	
2149	TommoSo	DUST	úg-gúnnɔ́	úg-gúnnɔ́	⁵/u ɡ + ɡ ⁵/u n n ⁵/ɔ	566	1122 1118	0	
2150	DogulDom	DUST	úgtèlè	úgtèlè	⁵/u ɡ + t ¹/e l ¹/e	559	1122 1114	0	
2151	TebulUre	DUST	kɔ́ŋgú	kɔ́ŋgú	k ⁵/ɔ ⁿɡ ⁵/u	564	112	0	
2152	YandaDom	DUST	úrⁿá	úrⁿá	⁵/u r̃ ⁵/a	553	1124	1749	
2153	BonduSo	DUST	kùlɛ̀-kúlɛ̀-ŋgò	kùlɛ̀-kúlɛ̀-ŋgò	k ¹/u l ¹/ɛ + k ⁵/u l ¹/ɛ + ⁿɡ ¹/o	555	112 1103 1106	0	
2154	Bunoge	DUST	kùlɛ́-ŋ-kùlɛ̀	kùlɛ́-ŋ-kùlɛ̀	k ¹/u l ⁵/ɛ + ŋ + k ¹/u l ¹/ɛ	555	112 1112 1113	0	
2155	DonnoSo	DUST	pùrgǔŋ	pùrgǔŋ	p ¹/u r ɡ ¹⁵/u + ŋ	560	1115 1112	1764	
2156	TiranigeDiga	DUST	kòŋgò ~ kòŋgòŋ	kòŋgò	k ¹/o ⁿɡ ¹/o	556	112	1753	
2157	Mombo	DUST	kúndálè	kúndálè	k ⁵/u ⁿd ⁵/a + l ¹/e	562	1118 1119	0	
2158	Penange	DUST	kùndàlè	kùndàlè	k ¹/u ⁿd ¹/a + l ¹/e	562	1118 1119	0	
2159	Bangime	DUST	kúrí	kúrí	k ⁵/u r ⁵/i	2353	4982	1749	
2160	Fulfulde	DUST	collal	collal	tʃ o l l + a l	35	5294 1117	1765	
2161	Jenaama	DUST	cɔ̄llɔ̀	cɔ̄llɔ̀	tʃ ³/ɔ l l ¹/ɔ	2737	1116	1765	
2162	SonghaiSenni	DUST	kùsúw-ò	kùsúw-ò	k ¹/u s ⁵/u w + ¹/o	3596	1104 1120	1773	
2163	Jamsay	DUST	kɔ́ŋɔ̀	kɔ́ŋɔ̀	k ⁵/ɔ ŋ ¹/ɔ	561	1104	1766	
2164	PergeTegu	DUST	kúŋgɔ̀	kúŋgɔ̀	k ⁵/u ⁿɡ ¹/ɔ	556	112	1753	
2165	YornoSo	DUST	kɔ́ŋɔ̀	kɔ́ŋɔ̀	k ⁵/ɔ ŋ ¹/ɔ	561	1104	1766	
2166	BankanTey	DUST	nà:rⁿá	nà:rⁿá	n ¹/aː r̃ ⁵/a	553	1125	1749	
2167	BozoDebo	DUST	koⁿgotoro	koⁿgotoro	k õ ɡ o + t o r o	2732	1104 1107	1753	
2168	BozoHainyaxo	DUST	tɔlɔdu	tɔlɔdu	t ɔ l ɔ d u	2733	1108	0	
2169	BozoKorondougounord	DUST	twaⁿaⁿdu	twaⁿaⁿdu	t w ãː d u	2733	1109	0	
2170	BozoKorondougousud	DUST	tuwaⁿdu	tuwaⁿdu	t u w ã d u	2733	1109	0	
2171	BozoKotya	DUST	tɔɔduu	tɔɔduu	t ɔː d uː	2733	1109	0	
2172	BozoPondorinord	DUST	kwuⁿuⁿduⁿ	kwuⁿuⁿduⁿ	k w ũː d ũ	2734	1109	0	
2173	BozoPondorinord	DUST	fɔrɔgɔ	fɔrɔgɔ	f ɔ r ɔ ɡ ɔ	2736	1121	1764	
2174	BozoPondorisud	DUST	tuadu	tuadu	t u a d u	2733	1109	0	
2175	BozoTieyaxo	DUST	fuuⁿnuⁿ	fuuⁿnuⁿ	f ũː n ũ	2735	1110	1761	
2176	BozoTiemaCewe	DUST	koⁿgotɔrɔ	koⁿgotɔrɔ	k õ ɡ o + t ɔ r ɔ	2732	1104 1107	1753	
2177	Soninke	DUST	qòbê	qòbê	q ¹/o b ⁵¹/e	2738	107	1766	
2178	ToroSo	DUST	úgúnú	úgúnú	⁵/u ɡ ⁵/u + n ⁵/u	558	112 1123	1761	
2179	BonduSo	DUST	ɡɔjɛ ɡɔjɔŋ	ɡɔjɛ ɡɔjɔŋ	ɡ ɔ dʒ ɛ + ɡ ɔ dʒ ɔ + ŋ	562	1118 1126 1112	0	
#
2180	Bangime	DYE	dìsá	dìsá	d ¹/i s ⁵/a	2354	1028	0	
2181	ToroTegu	DYE	síŋí-né	síŋíné	s ⁵/i ŋ ⁵/i + n ⁵/e	569	619 0	0	
2182	BenTey	DYE	gàrà:	gàrà: jéwⁿè-wⁿ	ɡ ¹/a r ¹/a:	567	496	1779	
2183	BankanTey	DYE	gàrâ	gàrâ	ɡ ¹/a r ⁵¹/a	567	496	1779	
2184	Nanga	DYE	gàrà	gàrà jɛ́mí	ɡ ¹/a r ¹/a	567	598	1779	
2185	DonnoSo	DYE	gàlá	gàlá	ɡ ¹/a l ⁵/a	567	598	1779	
2186	Jamsay	DYE	gàrà	bɔ́:gù, gàrà jɛ́m	ɡ ¹/a r ¹/a	567	598	1779	
2187	PergeTegu	DYE	gàrá	yùrù-gàrá, gàrà-yùrú	ɡ ¹/a r ⁵/a	567	598	1779	
2188	TogoKan	DYE	gàrá	gàrá	ɡ ¹/a r ⁵/a	567	598	1779	
2189	YornoSo	DYE	gàlá	gàlá	ɡ ¹/a l ⁵/a	567	598	1779	
2190	TommoSo	DYE	gàlá	gàlá	ɡ ¹/a l ⁵/a	567	598	1779	
2191	DogulDom	DYE	gàlá	gàlá	ɡ ¹/a l ⁵/a	567	598	1779	
2192	BonduSo	DYE	gàlà	gàlà gɛ́mɛ̀-ŋgò	ɡ ¹/a l ¹/a	567	598	1779	
2193	Mombo	DYE	gàlà	gàlà wɛ́rɛ́dɛ́	ɡ ¹/a l ¹/a	567	598	1779	
2194	Bunoge	DYE	gálà	gálà	ɡ ⁵/a l ¹/a	567	598	1779	
2195	Penange	DYE	gàlà	gàlà	ɡ ¹/a l ¹/a	567	598	1779	
2196	Bambara	DYE	gàlá	gàlá	ɡ ¹/a l ⁵/a	2739	1010	1779	
2197	Fulfulde	DYE	gara	gara	ɡ a r a	36	1111	1779	
2198	Soninke	DYE	gàrâ	gàrâ	ɡ ¹/a r â	2739	2609	1779	
#
2199	SonghaiSenni	EAR	hàɲê	hàɲê	h ¹/a ɲ ⁵¹/e	3597	1136	1815	
2200	ToroTegu	EAR	súgúrú	súgúrú	s ⁵/u ɡ ⁵/u + r ⁵/u	570	1126 1127	0	
2201	BenTey	EAR	sú:rⁿù	sú:rⁿù	s ⁵/uː + ∼/r̃ ¹/u	571	1126 1127	0	
2202	BankanTey	EAR	sûn	sûn	s ⁵¹/u + n	571	1126 1130	0	
2203	Nanga	EAR	súŋúrⁿì	súŋúrⁿì	s ⁵/u ŋ ⁵/u + ∼/r̃ ¹/i	572	1126 1127	1815	
2204	PergeTegu	EAR	súŋúrⁿù	súŋúrⁿù	s ⁵/u ŋ ⁵/u + ∼/r̃ ¹/u	572	1126 1127	1815	
2205	Gourou	EAR	súŋùn	súŋùn	s ⁵/u ŋ ¹/u + n	572	1126 1133	1815	
2206	YornoSo	EAR	súgùrù	súgùrù	s ⁵/u ɡ ¹/u + r ¹/u	570	1126 1127	0	
2207	TommoSo	EAR	súgúlú	súgúlú	s ⁵/u ɡ ⁵/u l ⁵/u	570	1126	0	
2208	DogulDom	EAR	súŋnù, súŋùnù	súŋnù	s ⁵/u ŋ + n ¹/u	571	1126 1131	0	
2209	TebulUre	EAR	súrⁿó	súrⁿó	s ⁵/u + ∼/r̃ ⁵/o	571	1126 1127	0	
2210	YandaDom	EAR	sún	sún	s ⁵/u + n	571	1126 1133	0	
2211	BonduSo	EAR	súnù:	súnù:	s ⁵/u + n ¹/uː	571	1126 1131	0	
2212	Ampari	EAR	sùgùrù (sùgùrù gé)	sùgùrù	s ¹/u ɡ ¹/u + r ¹/u	570	1126 1127	0	
2213	Bunoge	EAR	sùgùlè	sùgùlè	s ¹/u ɡ ¹/u + l ¹/e	570	1126 1127	0	
2214	Jamsay	EAR	sûn, sùn-légéré (area whereːar joins temple)	sûn	s ⁵¹/u + n	571	1126 1133	0	
2215	TomoKan	EAR	súgú	súgú	s ⁵/u ɡ ⁵/u	570	1126	0	
2216	TiranigeDiga	EAR	sùŋùnù (Boui), sùgùnù (Ningo)	sùŋùnù	s ¹/u ŋ ¹/u + n ¹/u	572	1126 1131	1815	
2217	Mombo	EAR	súgúlí, súgúlí kìjìkìjì (back part of ear)	súgúlí	s ⁵/u ɡ ⁵/u + l ⁵/i	570	1126 1127	0	
2218	Penange	EAR	súgúlyè	súgúlyè	s ⁵/u ɡ ⁵/u + l + j ¹/e	570	1126 1133 1127	0	
2219	Bangime	EAR	tàŋà	tàŋà	t ¹/a ŋ ¹/a	2355	1129	1799	
2220	Fulfulde	EAR	nowru	nowru	n o w + r u	37	1132 5156	0	
2221	Jenaama	EAR	túwɔ́-lɛ̄wⁿ	túwɔ́-lɛ̄wⁿ	t ⁵/u w ⁵/ɔ + l ³/ɛ + ∼/w̃	2743	1128 1134 1135	0	
2222	TogoKan	EAR	súgúrú	súgúrú	s ⁵/u ɡ ⁵/u + r ⁵/u	570	1126 1127	0	
2223	Bambara	EAR	túló	túló	t ⁵/u l ⁵/o	2741	1128	1799	
2224	BozoDebo	EAR	toorieⁿ	toorieⁿ	t oː r ĩ ẽ	2741	1128	1799	
2225	BozoDebo	EAR	toorieⁿ	toorieⁿ	t oː r ĩ ẽ	2741	1128	1799	
2226	BozoHainyaxo	EAR	tala	tala	t a l a	2741	1128	1799	
2227	BozoHainyaxo	EAR	tala	tala	t a l a	2741	1128	1799	
2228	BozoKorondougounord	EAR	twoorioⁿ	twoorioⁿ	t w oː r i õ	2741	1128	1799	
2229	BozoKorondougounord	EAR	twoorioⁿ	twoorioⁿ	t w oː r i õ	2741	1128	1799	
2230	BozoKorondougousud	EAR	tuolioⁿ	tuolioⁿ	t u o l i õ	2741	1128	1799	
2231	BozoKorondougousud	EAR	tuolioⁿ	tuolioⁿ	t u o l i õ	2741	1128	1799	
2232	BozoKotya	EAR	torioⁿ	torioⁿ	t o r i õ	2741	1128	1799	
2233	BozoKotya	EAR	torioⁿ	torioⁿ	t o r i õ	2741	1128	1799	
2234	BozoPondorinord	EAR	twɔ	twɔ	t w ɔ	2742	1128	0	
2235	BozoPondorinord	EAR	twɔ	twɔ	t w ɔ	2742	1128	0	
2236	BozoPondorisud	EAR	tuɔ	tuɔ	t u ɔ	2741	1128	1799	
2237	BozoPondorisud	EAR	tuɔ	tuɔ	t u ɔ	2741	1128	1799	
2238	BozoTieyaxo	EAR	tɛlɛ	tɛlɛ	t ɛ l ɛ	2741	1128	1799	
2239	BozoTieyaxo	EAR	tɛlɛ	tɛlɛ	t ɛ l ɛ	2741	1128	1799	
2240	BozoTiemaCewe	EAR	tara	tara	t a r a	2741	1128	1799	
2241	BozoTiemaCewe	EAR	tara	tara	t a r a	2741	1128	1799	
2242	Soninke	EAR	tárò	tárò	t ⁵/a r ¹/o	2741	1128	1799	
2243	Soninke	EAR	tárò	tárò	t ⁵/a r ¹/o	2741	1128	1799	
2244	ToroSo	EAR	súɡúrù	súɡúrù	s ⁵/u ɡ ⁵/u + r ¹/u	570	1126 1127	0	
2245	BonduSo	EAR	súnù	súnù	s ⁵/u n ¹/u	572	1126	1815	
#
2246	SonghaiSenni	EARRING	kòrb-ò	kòrb-ò	k ¹/o r b + ¹/o	3598	1151 1152	0	
2247	ToroTegu	EARRING	súgúrú lìsà	lìsà	l ¹/i s ¹/a	582	1159	0	
2248	BenTey	EARRING	sù:rⁿù búkúlî:	búkúlî:	b ⁵/u k ⁵/u + l ⁵¹/iː	574	1141 1142	0	
2249	BankanTey	EARRING	sùn-ɲírⁿéy, sùn jí:dì	ɲírⁿéy	ɲ ⁵/i r̃ ⁵/e + j	573	1139 1140	20	
2250	Nanga	EARRING	sùŋùrⁿù-[gèrè-gárá]	gèrè-gárá	ɡ ¹/e r ¹/e + ɡ ⁵/a r ⁵/a	578	1150 1144	0	
2251	PergeTegu	EARRING	sùŋùrⁿù-gélgé	gélgé	ɡ ⁵/e l + ɡ ⁵/e	578	1150 1144	0	
2252	Gourou	EARRING	sùŋùn gídù	gídù	ɡ ⁵/i d ¹/u	576	1148	0	
2253	TogoKan	EARRING	sùgùrù-jè:lé	jè:lé	dʒ ¹/eː l ⁵/e	581	1150	0	
2254	YornoSo	EARRING	jèlè-jálá	jèlè-jálá	dʒ ¹/e l ¹/e + dʒ ⁵/a l ⁵/a	581	1150 1160	0	
2255	TommoSo	EARRING	sùgùlù jèlè-ý	èlè-ý	¹/e l ¹/e + j	573	1150 1145	20	
2256	DogulDom	EARRING	búgùl	búgùl	b ⁵/u ɡ ¹/u + l	574	1141 1145	0	
2257	DogulDom	EARRING	káŋè	káŋè	k ⁵/a ŋ ¹/e	576	1161	0	
2258	TebulUre	EARRING	sùnò-[mɛ̀nd-íyɛ́]	mɛ̀nd-íyɛ́	m ¹/ɛ ⁿd + ⁵/i j ⁵/ɛ	579	1153 1154	0	
2259	YandaDom	EARRING	sún-zèrégè	zèrégè	z ¹/e r ⁵/e + ɡ ¹/e	575	1150 1144	0	
2260	BonduSo	EARRING	sùn-[sàgá-ŋgó]	sàgá-ŋgó	s ¹/a ɡ ⁵/a + ⁿɡ ⁵/o	575	1143 1144	0	
2261	Jamsay	EARRING	búkúlù	búkúlù	b ⁵/u k ⁵/u + l ¹/u	574	1141 1142	0	
2262	DonnoSo	EARRING	búgùlù	búgùlù	b ⁵/u ɡ ¹/u + l ¹/u	574	1141 1142	0	
2263	TiranigeDiga	EARRING	sùŋùnù-[yèlè-yèlé]	yèlè-yèlé	j ¹/e + l ¹/e + j ¹/e + l ⁵/e	580	1155 1142 1156 1157	0	
2264	Mombo	EARRING	sùgùlè tùlé	tùlé	t ¹/u + l ⁵/e	577	1149 1142	0	
2265	Penange	EARRING	búkkûl	búkkûl	b ⁵/u k k ⁵¹/u l	574	1150	0	
2266	Bangime	EARRING	tàŋà-jérémbɛ̀	jérémbɛ̀	j ⁵/e r ⁵/e + ⁿb ¹/ɛ	2356	1137 1138	20	
2267	Fulfulde	EARRING	hootonnde	hootonnde	h oː t o n + ⁿd e	38	1146 1147	0	
2268	TomoKan	EARRING	sùgù-jìgèⁿ	sùgù-jìgèⁿ	s ¹/u ɡ ¹/u + dʒ ¹/i ɡ ẽ	575	1143 1158	0	
#
2269	SonghaiSenni	EASY	hóyê	hóyê	h ⁵/o j ⁵¹/e	3599	5157	0	
2270	Mombo	EASY	bédyê:	bédyê:	b ⁵/e d + j ⁵¹/eː	584	1170 1171	0	
2271	TebulUre	EASY	ná:n-í: (ná:n-í:-yà-)	ná:n-í:	n ⁵/aː n ⁵/iː	583	1164	0	
2272	YandaDom	EASY	ná:ní-yɛ́\\ná:ní-yá-lì	ná:ní-yɛ́	n ⁵/aː n ⁵/i + j ⁵/ɛ	583	1164 1171	0	
2273	PergeTegu	EASY	ná:rⁿá	ná:rⁿá	n ⁵/aː ∼/r̃ ⁵/a	583	1164	0	
2274	YornoSo	EASY	ná:rⁿ-ɛ́:	ná:rⁿ-ɛ́:	n ⁵/aː ∼/r̃ ⁵/ɛː	583	1164	0	
2275	BenTey	EASY	ná:rⁿí	ná:rⁿí	n ⁵/aː ∼/r̃ ⁵/i	583	1164	0	
2276	TogoKan	EASY	ná:rⁿì	ná:rⁿì	n ⁵/aː ∼/r̃ ¹/i	583	1164	0	
2277	Nanga	EASY	ná:rⁿí-yⁿí	ná:rⁿí-yⁿí	n ⁵/aː ∼/r̃ ⁵/i + ∼/j ⁵/i	583	1164 1171	0	
2278	DonnoSo	EASY	nànù-nd-ɛ́:\\nánù-nd-ì-ỳ	nànù-nd-ɛ́:	n ¹/a n ¹/u + ⁿd ⁵/ɛː	583	1164 1165	0	
2279	TommoSo	EASY	wɛ́y-gó wɔ, bɛ̀rú-gó wɔ̀, màyyám sɛ̀-lɛ́, tùgóm sɛ̀-lɛ́	wɛ́y-gó_wɔ	w ⁵/ɛ j + ɡ ⁵/o + w ɔ	585	1172 1169 1173	0	
2280	ToroTegu	EASY	zɔ́lú\\zɔ́lɔ́	zɔ́lú	z ⁵/ɔ l ⁵/u	586	1174	0	
2281	Jamsay	EASY	nà:rⁿá	nà:rⁿá	n ¹/aː ∼/r̃ ⁵/a	583	1164	0	
2282	Bangime	EASY	kíw	kíw	k ⁵/i w	2357	1163	0	
2283	Fulfulde	EASY	yaafude	yaaf-ude	j aː f + u d e	39	1166 1167	0	
2284	Jenaama	EASY	ɲīyɛ̄-gù	ɲīyɛ̄-gù	ɲ ³/i j ³/ɛ + ɡ ¹/u	2744	1168 5158	0	
2285	Bambara	EASY	nèyê	nèyê	n ¹/e j ⁵¹/e	2744	1162	0	
2286	Bambara	EASY	dúmáⁿ	dúmáⁿ	d ⁵/u m ⁵/ã	2745	1175	0	
#
2287	SonghaiSenni	EAT	ŋà:	ŋà:	ŋ ¹/aː	3600	5360	1859	
2288	Bangime	EAT	dījà	dījà	d ³/i j ¹/a	2358	4983	1857	
2289	Fulfulde	EAT	ɲaamude	ɲaam-ude	ɲ aː m + u d e	40	5295 1180	1859	
2290	Mombo	EAT	ɲɛ́:	ɲɛ́:	ɲ ⁵/ɛː	589	1178	1859	
2291	Penange	EAT	ɲɛ́:	ɲɛ́:	ɲ ⁵/ɛː	589	1178	1859	
2292	BankanTey	EAT	ɲɛ́	ɲɛ́	ɲ ⁵/ɛ	589	1178	1859	
2293	Jamsay	EAT	ɲɛ́:	ɲɛ́:	ɲ ⁵/ɛː	589	1178	1859	
2294	TomoKan	EAT	ɲí:	ɲí:	ɲ ⁵/iː	589	1178	1859	
2295	Bambara	EAT	dúⁿ	dúⁿ	d ⁵/ũ	2746	1177	1857	
2296	BozoDebo	EAT	dia	dia	d i a	2746	1177	1857	
2297	BozoHainyaxo	EAT	je	je	dʒ e	2746	1177	1857	
2298	BozoKorondougounord	EAT	diɛ	diɛ	d i ɛ	2746	1177	1857	
2299	BozoKorondougousud	EAT	diɛ	diɛ	d i ɛ	2746	1177	1857	
2300	BozoKotya	EAT	diɛ	diɛ	d i ɛ	2746	1177	1857	
2301	BozoPondorinord	EAT	die	die	d i e	2746	1177	1857	
2302	BozoPondorisud	EAT	die	die	d i e	2746	1177	1857	
2303	BozoTieyaxo	EAT	jɛ	jɛ	dʒ ɛ	2746	1177	1857	
2304	BozoTiemaCewe	EAT	diɛ	diɛ	d i ɛ	2746	1177	1857	
2305	Soninke	EAT	yígá	yígá	j ⁵/i ɡ ⁵/a	2748	1182	1857	
2306	ToroTegu	EAT	lí	lí	l ⁵/i	593	1183	0	
2307	BenTey	EAT	ɲɛ́	ɲɛ́	ɲ ⁵/ɛ	589	1178	1859	
2308	Nanga	EAT	kɔ́:	kɔ́:	k ɔː	591	1179	0	
2309	PergeTegu	EAT	ɲɛ́:	ɲɛ́:	ɲ ⁵/ɛː	589	1178	1859	
2310	TogoKan	EAT	ɲí:	ɲí:	ɲ ⁵/iː	589	1178	1859	
2311	YornoSo	EAT	ká:-	ká:	k ⁵/aː	591	1179	0	
2312	TommoSo	EAT	ńyɛ́	ńyɛ́	n j ⁵/ɛ	587	1178	1859	
2313	DogulDom	EAT	ɲɛ̌:	ɲɛ̌:	ɲ ¹⁵/ɛː	589	1178	1859	
2314	TebulUre	EAT	ɲɛ́ (ɲɛ́-tì-, also 'drink')	ɲɛ́	ɲ ⁵/ɛ	589	1178	1859	
2315	YandaDom	EAT	ʔə́ɲɛ́	ʔə́ɲɛ́	ʔ ⁵/ə ɲ ⁵/ɛ	589	1184	1859	
2316	BonduSo	EAT	kwɛ́	kwɛ́	k w ⁵/ɛ	590	1179	0	
2317	Ampari	EAT	yɔ̂: (yɛ̀, yɛ́:-rí)	yɔ̂:	j ⁵¹/ɔː	587	1176	0	
2318	Bunoge	EAT	jɛ̂:	jɛ̂:	dʒ ⁵¹/ɛː	588	1178	1857	
2319	DonnoSo	EAT	ɲâ:	ɲâ:	ɲ ⁵¹/aː	589	1178	1859	
2320	TiranigeDiga	EAT	ɲɔ́: (Perf ɲɛ̀:-) (also 'drink')	ɲɔ́:	ɲ ɔː	589	1178	1859	
2321	Jenaama	EAT	à-dīgā	à-dīgā	¹/a + d ³/i ɡ ³/a	2748	1181 1177	1857	
2322	ToroSo	EAT	káy	káy	k ⁵/a j	591	1179	0	
2323	ToroSo	EAT	kááyì	kááyì	k ⁵/aː j + ¹/i	591	1179 1185	0	
2324	BonduSo	EAT	kwɛ̀ɛ̀	kwɛ̀ɛ̀	k w ¹/ɛː	590	1179	0	
#
2325	SonghaiSenni	EGG	gùŋgùr-ò	gùŋgùr-ò	ɡ ¹/u ⁿɡ ¹/u r + ¹/o	3601	1195 1196	0	
2326	ToroTegu	EGG	tàrú	tàrú	t ¹/a r ⁵/u	595	1189	0	
